code	name	type	scope	status
bjx	Banao Itneg	living	individual	pending
bjy	Bayali	extinct	individual	pending
bjz	Baruga	living	individual	pending
bka	Kyak	living	individual	pending
bkc	Baka (Cameroon)	living	individual	pending
bkd	Binukid	living	individual	pending
bkf	Beeke	living	individual	pending
bkg	Buraka	living	individual	pending
bkh	Bakoko	living	individual	pending
bki	Baki	living	individual	pending
bkj	Pande	living	individual	pending
bkk	Brokskat	living	individual	pending
bkl	Berik	living	individual	pending
bkm	Kom (Cameroon)	living	individual	pending
bkn	Bukitan	living	individual	pending
bko	Kwa'	living	individual	pending
bkp	Boko (Democratic Republic of Congo)	living	individual	pending
bkq	Bakairí	living	individual	pending
bkr	Bakumpai	living	individual	pending
bks	Northern Sorsoganon	living	individual	pending
bkt	Boloki	living	individual	pending
bku	Buhid	living	individual	pending
bkv	Bekwarra	living	individual	pending
bkw	Bekwel	living	individual	pending
bkx	Baikeno	living	individual	pending
bky	Bokyi	living	individual	pending
bkz	Bungku	living	individual	pending
bla	Siksika	living	individual	pending
blb	Bilua	living	individual	pending
blc	Bella Coola	living	individual	pending
bld	Bolango	living	individual	pending
ble	Balanta-Kentohe	living	individual	pending
blf	Buol	living	individual	pending
blg	Balau	living	individual	pending
blh	Kuwaa	living	individual	pending
bli	Bolia	living	individual	pending
blj	Bolongan	living	individual	pending
blk	Pa'o Karen	living	individual	pending
bll	Biloxi	extinct	individual	pending
blm	Beli (South Sudan)	living	individual	pending
bln	Southern Catanduanes Bikol	living	individual	pending
blo	Anii	living	individual	pending
blp	Blablanga	living	individual	pending
blq	Baluan-Pam	living	individual	pending
blr	Blang	living	individual	pending
bls	Balaesang	living	individual	pending
blt	Tai Dam	living	individual	pending
blv	Kibala	living	individual	pending
blw	Balangao	living	individual	pending
blx	Mag-Indi Ayta	living	individual	pending
bly	Notre	living	individual	pending
blz	Balantak	living	individual	pending
bma	Lame	living	individual	pending
bmb	Bembe	living	individual	pending
bmc	Biem	living	individual	pending
bmd	Baga Manduri	living	individual	pending
bme	Limassa	living	individual	pending
bmf	Bom-Kim	living	individual	pending
bmg	Bamwe	living	individual	pending
bmh	Kein	living	individual	pending
bmi	Bagirmi	living	individual	pending
bmj	Bote-Majhi	living	individual	pending
bmk	Ghayavi	living	individual	pending
bml	Bomboli	living	individual	pending
bmm	Northern Betsimisaraka Malagasy	living	individual	pending
bmn	Bina (Papua New Guinea)	extinct	individual	pending
bmo	Bambalang	living	individual	pending
bmp	Bulgebi	living	individual	pending
bmq	Bomu	living	individual	pending
bmr	Muinane	living	individual	pending
bms	Bilma Kanuri	living	individual	pending
bmt	Biao Mon	living	individual	pending
bmu	Somba-Siawari	living	individual	pending
bmv	Bum	living	individual	pending
bmw	Bomwali	living	individual	pending
bmx	Baimak	living	individual	pending
bmz	Baramu	living	individual	pending
bna	Bonerate	living	individual	pending
bnb	Bookan	living	individual	pending
bnc	Bontok	living	macrolanguage	pending
bnd	Banda (Indonesia)	living	individual	pending
bne	Bintauna	living	individual	pending
bnf	Masiwang	living	individual	pending
bng	Benga	living	individual	pending
bni	Bangi	living	individual	pending
bnj	Eastern Tawbuid	living	individual	pending
bnk	Bierebo	living	individual	pending
bnl	Boon	living	individual	pending
bnm	Batanga	living	individual	pending
bnn	Bunun	living	individual	pending
bno	Bantoanon	living	individual	pending
bnp	Bola	living	individual	pending
bnq	Bantik	living	individual	pending
bnr	Butmas-Tur	living	individual	pending
bns	Bundeli	living	individual	pending
bnu	Bentong	living	individual	pending
bnv	Bonerif	living	individual	pending
bnw	Bisis	living	individual	pending
bnx	Bangubangu	living	individual	pending
bny	Bintulu	living	individual	pending
bnz	Beezen	living	individual	pending
boa	Bora	living	individual	pending
bob	Aweer	living	individual	pending
bod	Tibetan	living	individual	seeded
boe	Mundabli	living	individual	pending
bof	Bolon	living	individual	pending
bog	Bamako Sign Language	living	individual	pending
boh	Boma	living	individual	pending
boi	Barbareño	extinct	individual	pending
boj	Anjam	living	individual	pending
bok	Bonjo	living	individual	pending
bol	Bole	living	individual	pending
bom	Berom	living	individual	pending
bon	Bine	living	individual	pending
boo	Tiemacèwè Bozo	living	individual	pending
bop	Bonkiman	living	individual	pending
boq	Bogaya	living	individual	pending
bor	Borôro	living	individual	pending
bos	Bosnian	living	individual	pending
bot	Bongo	living	individual	pending
bou	Bondei	living	individual	pending
bov	Tuwuli	living	individual	pending
bow	Rema	extinct	individual	pending
box	Buamu	living	individual	pending
boy	Bodo (Central African Republic)	living	individual	pending
boz	Tiéyaxo Bozo	living	individual	pending
bpa	Daakaka	living	individual	pending
bpd	Banda-Banda	living	individual	pending
bpg	Bonggo	living	individual	pending
bph	Botlikh	living	individual	pending
bpi	Bagupi	living	individual	pending
bpj	Binji	living	individual	pending
bpk	Orowe	living	individual	pending
bpl	Broome Pearling Lugger Pidgin	living	individual	pending
bpm	Biyom	living	individual	pending
bpn	Dzao Min	living	individual	pending
bpo	Anasi	living	individual	pending
bpp	Kaure	living	individual	pending
bpq	Banda Malay	living	individual	pending
bpr	Koronadal Blaan	living	individual	pending
bps	Sarangani Blaan	living	individual	pending
bpt	Barrow Point	extinct	individual	pending
bpu	Bongu	living	individual	pending
bpv	Bian Marind	living	individual	pending
bpw	Bo (Papua New Guinea)	living	individual	pending
bpx	Palya Bareli	living	individual	pending
bpy	Bishnupriya	living	individual	pending
bpz	Bilba	living	individual	pending
bqa	Tchumbuli	living	individual	pending
bqb	Bagusa	living	individual	pending
bqc	Boko (Benin)	living	individual	pending
bqd	Bung	living	individual	pending
bqf	Baga Kaloum	extinct	individual	pending
bqg	Bago-Kusuntu	living	individual	pending
bqh	Baima	living	individual	pending
bqi	Bakhtiari	living	individual	pending
bqj	Bandial	living	individual	pending
bqk	Banda-Mbrès	living	individual	pending
bql	Bilakura	living	individual	pending
bqm	Wumboko	living	individual	pending
bqn	Bulgarian Sign Language	living	individual	pending
bqo	Balo	living	individual	pending
bqp	Busa	living	individual	pending
bqq	Biritai	living	individual	pending
bqr	Burusu	living	individual	pending
bqs	Bosngun	living	individual	pending
bqt	Bamukumbit	living	individual	pending
bqu	Boguru	living	individual	pending
bqv	Koro Wachi	living	individual	pending
bqw	Buru (Nigeria)	living	individual	pending
bqx	Baangi	living	individual	pending
bqy	Bengkala Sign Language	living	individual	pending
bqz	Bakaka	living	individual	pending
bra	Braj	living	individual	pending
brb	Lave	living	individual	pending
brc	Berbice Creole Dutch	extinct	individual	pending
brd	Baraamu	living	individual	pending
bre	Breton	living	individual	pending
brf	Bira	living	individual	pending
brg	Baure	living	individual	pending
brh	Brahui	living	individual	pending
bri	Mokpwe	living	individual	pending
brj	Bieria	living	individual	pending
brk	Birked	extinct	individual	pending
brl	Birwa	living	individual	pending
brm	Barambu	living	individual	pending
brn	Boruca	living	individual	pending
bro	Brokkat	living	individual	pending
brp	Barapasi	living	individual	pending
brq	Breri	living	individual	pending
brr	Birao	living	individual	pending
brs	Baras	living	individual	pending
brt	Bitare	living	individual	pending
bru	Eastern Bru	living	individual	pending
brv	Western Bru	living	individual	pending
brw	Bellari	living	individual	pending
brx	Bodo (India)	living	individual	pending
bry	Burui	living	individual	pending
brz	Bilbil	living	individual	pending
bsa	Abinomn	living	individual	pending
bsb	Brunei Bisaya	living	individual	pending
bsc	Bassari	living	individual	pending
bse	Wushi	living	individual	pending
bsf	Bauchi	living	individual	pending
bsg	Bashkardi	living	individual	pending
bsh	Kati	living	individual	pending
bsi	Bassossi	living	individual	pending
bsj	Bangwinji	living	individual	pending
bsk	Burushaski	living	individual	pending
bsl	Basa-Gumna	extinct	individual	pending
bsm	Busami	living	individual	pending
bsn	Barasana-Eduria	living	individual	pending
bso	Buso	living	individual	pending
bsp	Baga Sitemu	living	individual	pending
bsq	Bassa	living	individual	pending
bsr	Bassa-Kontagora	living	individual	pending
bss	Akoose	living	individual	pending
bst	Basketo	living	individual	pending
bsu	Bahonsuai	living	individual	pending
bsv	Baga Sobané	extinct	individual	pending
bsw	Baiso	living	individual	pending
bsx	Yangkam	living	individual	pending
bsy	Sabah Bisaya	living	individual	pending
bta	Bata	living	individual	pending
btc	Bati (Cameroon)	living	individual	pending
btd	Batak Dairi	living	individual	pending
bte	Gamo-Ningi	extinct	individual	pending
btf	Birgit	living	individual	pending
btg	Gagnoa Bété	living	individual	pending
bth	Biatah Bidayuh	living	individual	pending
bti	Burate	living	individual	pending
btj	Bacanese Malay	living	individual	pending
btm	Batak Mandailing	living	individual	pending
btn	Ratagnon	living	individual	pending
bto	Rinconada Bikol	living	individual	pending
btp	Budibud	living	individual	pending
btq	Batek	living	individual	pending
btr	Baetora	living	individual	pending
bts	Batak Simalungun	living	individual	pending
btt	Bete-Bendi	living	individual	pending
btu	Batu	living	individual	pending
btv	Bateri	living	individual	pending
btw	Butuanon	living	individual	pending
btx	Batak Karo	living	individual	pending
bty	Bobot	living	individual	pending
btz	Batak Alas-Kluet	living	individual	pending
bua	Buriat	living	macrolanguage	pending
bub	Bua	living	individual	pending
buc	Bushi	living	individual	pending
bud	Ntcham	living	individual	pending
bue	Beothuk	extinct	individual	pending
buf	Bushoong	living	individual	pending
bug	Buginese	living	individual	seeded
buh	Younuo Bunu	living	individual	pending
bui	Bongili	living	individual	pending
buj	Basa-Gurmana	living	individual	pending
buk	Bugawac	living	individual	pending
bul	Bulgarian	living	individual	pending
bum	Bulu (Cameroon)	living	individual	pending
bun	Sherbro	living	individual	pending
buo	Terei	living	individual	pending
bup	Busoa	living	individual	pending
buq	Brem	living	individual	pending
bus	Bokobaru	living	individual	pending
but	Bungain	living	individual	pending
buu	Budu	living	individual	pending
buv	Bun	living	individual	pending
buw	Bubi	living	individual	pending
bux	Boghom	living	individual	pending
buy	Bullom So	living	individual	pending
buz	Bukwen	living	individual	pending
bva	Barein	living	individual	pending
bvb	Bube	living	individual	pending
bvc	Baelelea	living	individual	pending
bvd	Baeggu	living	individual	pending
bve	Berau Malay	living	individual	pending
bvf	Boor	living	individual	pending
bvg	Bonkeng	living	individual	pending
bvh	Bure	living	individual	pending
bvi	Belanda Viri	living	individual	pending
bvj	Baan	living	individual	pending
bvk	Bukat	living	individual	pending
bvl	Bolivian Sign Language	living	individual	pending
bvm	Bamunka	living	individual	pending
bvn	Buna	living	individual	pending
bvo	Bolgo	living	individual	pending
bvp	Bumang	living	individual	pending
bvq	Birri	living	individual	pending
bvr	Burarra	living	individual	pending
bvt	Bati (Indonesia)	living	individual	pending
bvu	Bukit Malay	living	individual	pending
bvv	Baniva	extinct	individual	pending
bvw	Boga	living	individual	pending
bvx	Dibole	living	individual	pending
bvy	Baybayanon	living	individual	pending
bvz	Bauzi	living	individual	pending
bwa	Bwatoo	living	individual	pending
bwb	Namosi-Naitasiri-Serua	living	individual	pending
bwc	Bwile	living	individual	pending
bwd	Bwaidoka	living	individual	pending
bwe	Bwe Karen	living	individual	pending
bwf	Boselewa	living	individual	pending
bwg	Barwe	living	individual	pending
bwh	Bishuo	living	individual	pending
bwi	Baniwa	living	individual	pending
bwj	Láá Láá Bwamu	living	individual	pending
bwk	Bauwaki	living	individual	pending
bwl	Bwela	living	individual	pending
bwm	Biwat	living	individual	pending
bwn	Wunai Bunu	living	individual	pending
bwo	Boro (Ethiopia)	living	individual	pending
bwp	Mandobo Bawah	living	individual	pending
bwq	Southern Bobo Madaré	living	individual	pending
bwr	Bura-Pabir	living	individual	pending
bws	Bomboma	living	individual	pending
bwt	Bafaw-Balong	living	individual	pending
bwu	Buli (Ghana)	living	individual	pending
bww	Bwa	living	individual	pending
bwx	Bu-Nao Bunu	living	individual	pending
bwy	Cwi Bwamu	living	individual	pending
bwz	Bwisi	living	individual	pending
bxa	Tairaha	living	individual	pending
bxb	Belanda Bor	living	individual	pending
bxc	Molengue	living	individual	pending
bxd	Pela	living	individual	pending
bxe	Birale	living	individual	pending
bxf	Bilur	living	individual	pending
bxg	Bangala	living	individual	pending
bxh	Buhutu	living	individual	pending
bxi	Pirlatapa	extinct	individual	pending
bxj	Bayungu	living	individual	pending
bxk	Bukusu	living	individual	pending
bxl	Jalkunan	living	individual	pending
bxm	Mongolia Buriat	living	individual	pending
bxn	Burduna	living	individual	pending
bxo	Barikanchi	living	individual	pending
bxp	Bebil	living	individual	pending
bxq	Beele	living	individual	pending
bxr	Russia Buriat	living	individual	pending
bxs	Busam	living	individual	pending
bxu	China Buriat	living	individual	pending
bxv	Berakou	living	individual	pending
bxw	Bankagooma	living	individual	pending
bxz	Binahari	living	individual	pending
bya	Batak	living	individual	seeded
byb	Bikya	living	individual	pending
byc	Ubaghara	living	individual	pending
byd	Benyadu'	living	individual	pending
bye	Pouye	living	individual	pending
byf	Bete	living	individual	pending
byg	Baygo	extinct	individual	pending
byh	Bhujel	living	individual	pending
byi	Buyu	living	individual	pending
byj	Bina (Nigeria)	living	individual	pending
byk	Biao	living	individual	pending
byl	Bayono	living	individual	pending
bym	Bidjara	living	individual	pending
byn	Bilin	living	individual	pending
byo	Biyo	living	individual	pending
byp	Bumaji	living	individual	pending
byq	Basay	extinct	individual	pending
byr	Baruya	living	individual	pending
bys	Burak	living	individual	pending
byt	Berti	extinct	individual	pending
byv	Medumba	living	individual	pending
byw	Belhariya	living	individual	pending
byx	Qaqet	living	individual	pending
byz	Banaro	living	individual	pending
bza	Bandi	living	individual	pending
bzb	Andio	living	individual	pending
bzc	Southern Betsimisaraka Malagasy	living	individual	pending
bzd	Bribri	living	individual	pending
bze	Jenaama Bozo	living	individual	pending
bzf	Boikin	living	individual	pending
bzg	Babuza	living	individual	pending
bzh	Mapos Buang	living	individual	pending
bzi	Bisu	living	individual	pending
bzj	Belize Kriol English	living	individual	pending
bzk	Nicaragua Creole English	living	individual	pending
bzl	Boano (Sulawesi)	living	individual	pending
bzm	Bolondo	living	individual	pending
